PlanningLocation,minimumDwell,stationCode,locationName,subdivision,MonitoringLocation,LocationGroup,
LRKFLDJ,+02 ,   ,Larkfield Jn              ,701,07262,Scotland's Railway    ,
LRNCDRS,+02 ,   ,Laurencekirk D.R.S.       ,714,03002,Scotland's Railway    ,
LRNCKRK,+02 ,LAU,Laurencekirk              ,714,03001,Scotland's Railway    ,
LRNCURS,+02 ,   ,Laurencekirk U.R.S.       ,714,03004,Scotland's Railway    ,
LSOMFD ,+02 ,   ,Little Somerford          ,405,75245,Wales and Western     ,
LSTFCOL,+02 ,   ,Linkswood (Colas)         ,714,03198,Scotland's Railway    ,
LSTFORT,+02 ,   ,Linkswood                 ,714,03199,Scotland's Railway    ,
LSTG   ,+02 ,LTG,Lostock Gralam            ,501,37209,North West and Central,
LSTH   ,+02 ,LOH,Lostock Hall              ,503,30142,North West and Central,
LSTHJN ,+00H,XLS,Lostock Hall Jn           ,503,30139,North West and Central,
LSTOKNJ,+00H,   ,Laverstock North Jn       ,612,86115,Southern              ,
LSTOKSJ,+00H,   ,Laverstock South Jn       ,612,86114,Southern              ,
LSTW4  ,+02 ,   ,Lostwithiel Signal 4      ,404,85100,Wales and Western     ,
LSTWCSG,+02 ,   ,Lostwithiel Clay Sidings  ,404,85103,Wales and Western     ,
LSTWDGL,+02 ,   ,Lostwithiel Down Gds Loop ,404,85097,Wales and Western     ,
LSTWTHL,+02 ,LOS,Lostwithiel               ,404,85101,Wales and Western     ,
LSTWUGL,+02 ,   ,Lostwithiel Up Goods Loop ,404,85099,Wales and Western     ,
LSYDNHM,+02 ,LSY,Lower Sydenham            ,602,88313,Southern              ,
LTCE   ,+02 ,LET,Letchworth Garden City    ,301,53104,Eastern               ,
LTCEADL,+02 ,XLL,Letchworth A/D Line       ,301,53101,Eastern               ,
LTCEMUS,+02 ,XLE,Letchworth C.S.D          ,301,53102,Eastern               ,
LTCEREC,+02 ,   ,Letchworth CS Reception   ,301,53103,Eastern               ,
LTCHMRJ,+00H,   ,Latchmere Jn              ,628,87205,Southern              ,
LTFDFHH,+02 ,   ,Latchford Sdgs (FLHH)     ,502,35534,North West and Central,
LTFDSD ,+02 ,   ,Latchford Sdgs            ,502,35534,North West and Central,
LTHH   ,+02 ,LVT,Lisvane & Thornhill       ,408,78376,Wales and Western     ,
LTLETNJ,+02 ,   ,Little Eaton Jn           ,127,57116,Eastern               ,
LTLETNX,+02 ,   ,Little Eaton X            ,127,57117,Eastern               ,
LTLH11 ,+02 ,   ,Littlehampton Signal LH11 ,608,86473,Southern              ,
LTLHMJN,+02 ,   ,Littlehampton Junction    ,608,86474,Southern              ,
LTLHMPT,+02 ,LIT,Littlehampton             ,608,86471,Southern              ,
LTLHOSH,+02 ,   ,Littlehampton O. Shed     ,608,86472,Southern              ,
LTLHSHD,+02 ,   ,Littlehampton Shed        ,608,86472,Southern              ,
LTLHUSD,+02 ,   ,Littlehampton Up Sdg      ,608,86472,Southern              ,
LTLKMBL,+02 ,LTK,Little Kimble             ,104,73521,North West and Central,
LTLPL22,+02 ,   ,Littleport L22 Signal     ,203,46269,Eastern               ,
LTLPORT,+02 ,LTP,Littleport                ,203,46259,Eastern               ,
LTLSUTN,+02 ,LTT,Little Sutton             ,504,38314,North West and Central,
LTMRJN ,+00H,   ,Lightmoor Jn              ,108,64829,North West and Central,
LTNBZRD,+02 ,LBZ,Leighton Buzzard          ,112,70321,North West and Central,
LTRSTNJ,+00H,   ,Letterston Jn             ,403,80035,Wales and Western     ,
LTTLMLJ,+00H,   ,Little Mill Jn            ,403,76247,Wales and Western     ,
LUDGMOD,+02 ,   ,Ludgershall M.O.D.        ,611,86076,Southern              ,
LUDLOW ,+02 ,LUD,Ludlow                    ,403,76377,Wales and Western     ,
LUDO   ,+02 ,LLD,Llandudno                 ,431,40046,Wales and Western     ,
LUGTKMA,+02 ,   ,Lugton Kemira             ,701,07223,Scotland's Railway    ,
LUGTON ,+02 ,   ,Lugton                    ,701,07222,Scotland's Railway    ,
LUNCARY,+02 ,   ,Luncarty                  ,714,03112,Scotland's Railway    ,
LUTNAIR,+02 ,LUA,London Luton Airport      ,103,00000,Eastern               ,
LUTO575,+02 ,   ,Luton Signal 575          ,103,62408,Eastern               ,
LUTO581,+02 ,   ,Luton Signal WH581        ,103,62405,Eastern               ,
LUTO614,+02 ,   ,Luton Signal 614          ,103,62407,Eastern               ,
LUTOAPY,+02 ,LTN,Luton Airport Parkway     ,103,62410,Eastern               ,
LUTOCRD,+02 ,   ,Luton Crescent Road       ,103,62402,Eastern               ,
LUTOFHH,+02 ,   ,Luton Crescent Road (FHH) ,103,62401,Eastern               ,
LUTON  ,+02 ,LUT,Luton                     ,103,62400,Eastern               ,
LUTONCS,+02 ,   ,Luton Centre Sdgs         ,103,62403,Eastern               ,
LUTONEL,+02 ,   ,Luton North End Loop      ,103,62399,Eastern               ,
LUTONNJ,+00H,   ,Luton North Jn            ,103,62398,Eastern               ,
LUTONUS,+02 ,   ,Luton Up Sidings          ,103,62404,Eastern               ,
LUXULYN,+02 ,LUX,Luxulyan                  ,404,85225,Wales and Western     ,
LVHM   ,+02 ,LVM,Levenshulme               ,506,32516,North West and Central,
LVNSTNN,+02 ,LSN,Livingston North          ,702,04025,Scotland's Railway    ,
LVNSTNS,+02 ,LVG,Livingston South          ,702,04102,Scotland's Railway    ,
LVRP017,+02 ,   ,Liverpool Cent Signal 1017,504,36079,North West and Central,
LVRPBTL,+02 ,   ,Liverpool Bulk Terminal   ,504,36096,North West and Central,
LVRPCRS,+02 ,   ,Liverpool Central Revs Sdg,504,36081,North West and Central,
LVRPCUT,+02 ,   ,Liverpool Lime St Cutting ,502,36152,North West and Central,
LVRPCW ,+02 ,   ,Liverpool Bulk Tl C&W GBR ,504,36092,North West and Central,
LVRPEMR,+02 ,   ,Liverpool Euro Metal(MDHC),504,36104,North West and Central,
LVRPFHH,+02 ,   ,Liverpool Bulk Term (FHH) ,504,36094,North West and Central,
LVRPGBR,+02 ,   ,Liverpool Bulk Tml GBRF   ,504,36087,North West and Central,
LVRPGDE,+02 ,   ,Liverpool Gladstone Dock  ,504,36107,North West and Central,
LVRPLCH,+02 ,LVC,Liverpool Cntrl (Northern),504,36080,North West and Central,
LVRPLCL,+02 ,XLV,Liverpool Central (Wirral),504,38183,North West and Central,
LVRPLCS,+02 ,   ,Liverpool Crown Street Jn ,502,36056,North West and Central,
LVRPLHS,+02 ,   ,Liverpool L.St (LHS-VT)   ,502,36151,North West and Central,
LVRPLSG,+02 ,LVS,Liverpool Landing Stage   ,504,00000,North West and Central,
LVRPLSH,+02 ,LIV,Liverpool Lime Street     ,502,36151,North West and Central,
LVRPLSL,+02 ,LVL,Liverpool Lime Street LL  ,504,38182,North West and Central,
LVRPLSP,+02 ,   ,Liverpool Leeds St        ,504,00000,North West and Central,
LVRPSIH,+02 ,   ,Liv Cen Stk Int H.L.      ,504,36080,North West and Central,
LVRPSJS,+02 ,   ,Liverpool St James        ,504,00000,North West and Central,
LVRPSPY,+02 ,LPY,Liverpool South Pw LL     ,504,36091,North West and Central,
LVRPSTG,+02 ,   ,Stanton Grove             ,503,36090,North West and Central,
LWBY   ,+02 ,LGW,Langwathby                ,505,09418,North West and Central,
LWELRSJ,+02 ,   ,Low Ellers Curve Jn       ,303,23304,Eastern               ,
LWERMSS,+02 ,   ,Llanwern Mid Steel Sup    ,403,76107,Wales and Western     ,
LWERNRG,+02 ,   ,Llanwern Rg (Colas)       ,403,76098,Wales and Western     ,
LWERSTN,+02 ,   ,Llanwern Old Station      ,403,76095,Wales and Western     ,
LWERWJN,+00H,   ,Llanwern West Jn          ,403,76099,Wales and Western     ,
LWERXSG,+02 ,   ,Llanwern Exchange Sdgs    ,403,76110,Wales and Western     ,
LWGILL ,+02 ,   ,Lowgill                   ,505,09333,North West and Central,
LWLYSDC,+02 ,   ,Lawley St FLT Connectrail ,105,66403,North West and Central,
LWLYSFT,+02 ,   ,Lawley Street F.L.T.      ,105,66402,North West and Central,
LYDCEGB,+02 ,   ,Dungeness British Energy  ,604,89437,Southern              ,
LYDDTWN,+02 ,   ,Lydd Town                 ,604,89433,Southern              ,
LYDN415,+02 ,   ,Lydney Signal 415         ,403,76071,Wales and Western     ,
LYDN416,+02 ,   ,Lydney Signal 416         ,403,76069,Wales and Western     ,
LYDN419,+02 ,   ,Lydney Signal 419         ,403,76070,Wales and Western     ,
LYDNDGL,+02 ,   ,Lydney Down Goods Loop    ,403,76075,Wales and Western     ,
LYDNEY ,+02 ,LYD,Lydney                    ,403,76072,Wales and Western     ,
LYDNJCT,+00H,   ,Lydney Junction           ,403,76068,Wales and Western     ,
LYDNUGL,+02 ,   ,Lydney Up Goods Loop      ,403,76074,Wales and Western     ,
LYEE   ,+02 ,LYE,Lye                       ,109,65929,North West and Central,
LYMPSTC,+02 ,LYC,Lympstone Commando        ,404,83473,Wales and Western     ,
LYMPSTN,+02 ,LYM,Lympstone Village         ,404,83474,Wales and Western     ,
LYNDHRD,+02 ,ANF,Ashurst New Forest        ,638,86893,Southern              ,
LYNDPKH,+02 ,   ,Lyndhurst Park Hotel      ,638,00000,Southern              ,
LYNGRIL,+02 ,LLW,Llwyngwril                ,410,64412,Wales and Western     ,
LYNMABJ,+02 ,   ,Alcan Branch Jn           ,310,12214,Eastern               ,
LYNMACS,+02 ,   ,Lynemouth Coal Sidings    ,310,12219,Eastern               ,
LYNMFHH,+02 ,   ,Lynemouth Power Stn (FLHH),310,12218,Eastern               ,
LYNMGBF,+02 ,   ,Lynemouth Power Stn (GBRF),310,12224,Eastern               ,
LYNMSGB,+02 ,   ,Lynemouth Smelter GBRF    ,310,12212,Eastern               ,
LYNMTHA,+02 ,   ,Lynemouth DBC Int         ,310,12216,Eastern               ,
LYNMTHC,+02 ,   ,Lynemouth RJB Mining      ,310,12215,Eastern               ,
LYNMTHL,+02 ,   ,Lynemouth DBC             ,310,12217,Eastern               ,
LYTHAM ,+02 ,LTM,Lytham                    ,533,30038,North West and Central,
LYTNSHR,+02 ,LER,Leytonstone High Road     ,206,51547,Eastern               ,
MACHENQ,+02 ,   ,Machen Quarry             ,403,76511,Wales and Western     ,
MACHENR,+02 ,   ,Machen Run-Round          ,403,76512,Wales and Western     ,
MACLSFD,+02 ,MAC,Macclesfield              ,510,32571,North West and Central,
MADE490,+02 ,   ,Madeley Jn Sig 490        ,108,64830,North West and Central,
MADE491,+02 ,   ,Madeley Jn (Salop) Sig 491,437,64832,Wales and Western     ,
MADEJN ,+00H,XMD,Madeley Jn (Salop)        ,108,64828,North West and Central,
MADELEY,+02 ,   ,Madeley (Staffs)          ,108,42302,North West and Central,
MADELYC,+02 ,   ,Madeley Chord Line(Staffs),102,42301,North West and Central,
MADEWH ,+02 ,   ,Whitmore                  ,102,42309,North West and Central,
MAESTER,+02 ,MEW,Maesteg (Ewenny Road)     ,403,79825,Wales and Western     ,
MAESTGF,+02 ,   ,Maesteg Ground Frame      ,403,79825,Wales and Western     ,
MAESTGW,+02 ,MST,Maesteg                   ,403,79828,Wales and Western     ,
MAGHULL,+02 ,MAG,Maghull                   ,504,36013,North West and Central,
MAGOR  ,+02 ,   ,Magor                     ,403,76093,Wales and Western     ,
MAIFDLP,+02 ,   ,Mayfield Loop             ,506,32002,North West and Central,
MAINCE ,+02 ,   ,Maindee Depot ISU (CE)    ,403,76125,Wales and Western     ,
MAINDEJ,+00H,   ,Maindee East Jn           ,403,76399,Wales and Western     ,
MAINDNJ,+00H,   ,Maindee North Jn          ,403,76400,Wales and Western     ,
MAINDWJ,+00H,   ,Maindee West Jn           ,403,76398,Wales and Western     ,
MALDENM,+02 ,MAL,Malden Manor              ,609,87400,Southern              ,
MALTBTH,+02 ,   ,Barton Hill               ,307,16234,Eastern               ,
MALTKKA,+02 ,   ,Kirkham Abbey SB          ,307,16233,Eastern               ,
MALTKNA,+02 ,   ,Knapton                   ,307,16228,Eastern               ,
MALTON ,+02 ,MLT,Malton                    ,307,16232,Eastern               ,
MANEA  ,+02 ,MNE,Manea                     ,203,46215,Eastern               ,
MANIJN ,+00H,   ,Mann Island Junction      ,504,38186,North West and Central,
MANNGDS,+02 ,   ,Manningtree Down Siding   ,205,49303,Eastern               ,
MANNGTR,+02 ,Mtr,Manningtree               ,205,49302,Eastern               ,
MANNTEJ,+02 ,   ,Manningtree East Jn       ,205,49304,Eastern               ,
MANNTNJ,+02 ,   ,Manningtree North Jn      ,205,49301,Eastern               ,
MANOMET,+02 ,MRM,Manors (Metro)            ,309,12721,Eastern               ,
MANORS ,+02 ,MAS,Manors                    ,309,12719,Eastern               ,
MANR350,+02 ,   ,Manor Park Sig 350/5083   ,204,50431,Eastern               ,
MANRPK ,+02 ,MNP,Manor Park                ,204,50431,Eastern               ,
MANRPKJ,+02 ,   ,Manor Park Junction       ,204,50431,Eastern               ,
MANSNHS,+02 ,ZMH,Mansion House LT          ,609,87186,Southern              ,
MANTLFF,+02 ,   ,Luffenham                 ,107,59141,Eastern               ,
MANTMJ7,+02 ,   ,Manton Jn Sig MJ7         ,107,59140,Eastern               ,
MANTONJ,+00H,XMJ,Manton Jn                 ,107,59139,Eastern               ,
MANTSDG,+02 ,   ,Manton Jn ACE Sdg         ,107,59142,Eastern               ,
MAR5105,+02 ,   ,Margate Signal EK5105     ,633,89485,Southern              ,
MAR5124,+02 ,   ,Margate Signal EK5124     ,633,89487,Southern              ,
MARCHDS,+02 ,   ,March Down R.S.           ,203,46212,Eastern               ,
MARCHUS,+02 ,   ,March Up R.S.             ,203,46209,Eastern               ,
MARCUCE,+02 ,   ,March Up Yard ISU (CE)    ,203,46208,Eastern               ,
MARDEN ,+02 ,MRN,Marden                    ,604,89328,Southern              ,
MARGATE,+02 ,MAR,Margate                   ,633,89475,Southern              ,
MARGCHS,+02 ,   ,Margate C.H.S.            ,633,89475,Southern              ,
MARLOW ,+02 ,MLW,Marlow                    ,401,74016,Wales and Western     ,
MARPLE ,+02 ,MPL,Marple                    ,501,32553,North West and Central,
MARPLWJ,+00H,   ,Marple Wharf Jn           ,501,32551,North West and Central,
MARSHJS,+02 ,   ,Marsh Jn Sidings          ,402,81526,Wales and Western     ,
MARTON ,+02 ,MTO,Marton                    ,308,15502,Eastern               ,
MARY10 ,+02 ,   ,Marylebone 10 Signal      ,104,63027,North West and Central,
MARYLBN,+02 ,MYB,London Marylebone         ,104,63021,North West and Central,
MARYSDS,+02 ,   ,Marylebone (Sdgs 1-5)     ,104,63023,North West and Central,
MARYUPL,+02 ,   ,Marylebone Up Passenger Lo,104,63022,North West and Central,
MARYUPS,+02 ,   ,Marylebone Up Platform Sdg,104,63025,North West and Central,
MARYUTS,+02 ,   ,Marylebone Up Tunnel Sdgs ,104,63026,North West and Central,
MARYWRD,+02 ,   ,Marylebone Washer Road    ,104,63024,North West and Central,
MASGLAS,+02 ,   ,Maesglas Tip ISU (CE)     ,403,76462,Wales and Western     ,
MASH   ,+02 ,MTA,Mountain Ash              ,408,78130,Wales and Western     ,
MATLCKB,+02 ,MTB,Matlock Bath              ,127,57007,Eastern               ,
MATLOCK,+02 ,MAT,Matlock                   ,127,57004,Eastern               ,
MATLPR ,+02 ,   ,Matlock Peak Rail         ,127,57005,Eastern               ,
MAUCHLN,+02 ,   ,Mauchline                 ,707,08813,Scotland's Railway    ,
MAUCLUS,+02 ,   ,Mauchline Up Sidings      ,707,08812,Scotland's Railway    ,
MAXWLPK,+02 ,MAX,Maxwell Park              ,701,07587,Scotland's Railway    ,
MAYBOLE,+02 ,MAY,Maybole                   ,707,08639,Scotland's Railway    ,
MAZEH  ,+02 ,MZH,Maze Hill                 ,602,88435,Southern              ,
MBRK   ,+02 ,MBK,Millbrook (Hants)         ,611,86527,Southern              ,
MBRK14P,+02 ,   ,Millbrook No 14 Points    ,611,00000,Southern              ,
MBRK17P,+02 ,   ,Millbrook No 17 Points    ,611,00000,Southern              ,
MBRK758,+02 ,   ,Millbrook Sig. E758       ,611,86535,Southern              ,
MBRK850,+02 ,   ,Millbrook Sig. E850       ,611,86527,Southern              ,
MBRK942,+02 ,   ,Millbrook Sig E942        ,611,86536,Southern              ,
MBRK958,+02 ,   ,Millbrook Sig E958        ,611,86534,Southern              ,
MBRKDE ,+02 ,   ,Millbrook Dock Entrance   ,611,86526,Southern              ,
MBRKDX ,+02 ,   ,Millbrook Dock Exit       ,611,86528,Southern              ,
MBRKFLT,+02 ,   ,Millbrook Hants..F.L.T.   ,611,86529,Southern              ,
MBROBPS,+02 ,   ,Masboro Booths P S        ,304,25014,Eastern               ,
MBROEWS,+02 ,   ,Rotherham Masborough EWS  ,304,25009,Eastern               ,
MBROFHH,+02 ,   ,Rotherham Masborough FLHH ,304,25010,Eastern               ,
MBRONJN,+02 ,   ,Masborough Jn             ,304,24705,Eastern               ,
MBROSSJ,+02 ,   ,Masbro S.S. Jn            ,304,25011,Eastern               ,
MBROSTY,+02 ,   ,Masborough F.D.           ,304,25012,Eastern               ,
MCHL125,+02 ,   ,Micheldever Signal EH125  ,611,86138,Southern              ,
MCHL229,+02 ,   ,Micheldever Signal E229   ,611,86056,Southern              ,
MCHLDVR,+02 ,MIC,Micheldever               ,611,86081,Southern              ,
MCHLELF,+02 ,   ,Micheldever Oil Sidings   ,611,86082,Southern              ,
MCHWFLT,+02 ,   ,Marchwood F.L.T.          ,611,86723,Southern              ,
MCHWMOD,+02 ,   ,Marchwood M.O.D.          ,611,86721,Southern              ,
MCHWOOD,+02 ,   ,Marchwood                 ,611,86722,Southern              ,
MCHWSMC,+02 ,   ,Marchwood SMC Rp          ,611,86724,Southern              ,
MCHYGLA,+02 ,   ,Glandyfi                  ,410,64601,Wales and Western     ,
MCHYNCS,+02 ,XMC,Machynlleth Carr. Sdgs    ,410,64318,Wales and Western     ,
MCHYNLT,+02 ,MCN,Machynlleth               ,410,64317,Wales and Western     ,
MCHYYNY,+02 ,   ,Ynyslas                   ,410,64602,Wales and Western     ,
MCKLFLD,+02 ,MIK,Micklefield               ,305,16602,Eastern               ,
MDCL991,+02 ,   ,Midcalder Jn Sig EJ991    ,702,04115,Scotland's Railway    ,
MDCLDRJ,+02 ,   ,Midcalder Jn              ,702,04111,Scotland's Railway    ,
MDCLDRL,+02 ,   ,Midcalder Goods Loop      ,702,04110,Scotland's Railway    ,
MDCLURS,+02 ,   ,Midcalder Up Refuge Siding,702,04109,Scotland's Railway    ,
MDLS221,+02 ,   ,Middlesbrough Signal 221  ,308,15453,Eastern               ,
MDLSAFH,+02 ,   ,Middlebrough Ayrton (FHH) ,308,15426,Eastern               ,
MDLSAYR,+02 ,   ,Middlesbro' Dawson Ayrton ,308,15425,Eastern               ,
MDLSBDR,+02 ,   ,Middlesbrough (DRS)       ,308,15428,Eastern               ,
MDLSBRO,+02 ,MBR,Middlesbrough             ,308,15449,Eastern               ,
MDLSCAR,+02 ,   ,Cargo Fleet Stockton Hlge ,308,15607,Eastern               ,
MDLSCOB,+02 ,   ,Middlesbro Cobra Container,308,15422,Eastern               ,
MDLSDRS,+02 ,   ,Middlesbrough Ayrton DRS  ,308,15424,Eastern               ,
MDLSDS ,+02 ,   ,Middlesbrough Dawson      ,308,15427,Eastern               ,
MDLSFD ,+02 ,   ,Middlesbro' Castle Cement ,308,15418,Eastern               ,
MDLSFHH,+02 ,   ,Middlesbrough (FHH)       ,308,15423,Eastern               ,
MDLSMAR,+02 ,   ,Middlesbro' Goods Marcroft,308,15419,Eastern               ,
